Name,Address,Phone,Website,Rating,Open_Now,Maps_URL,Location
Santex Supermarket,"93 Adeshina by Okada Junction, Ijesha Rd, Ijesha Tedo, Lagos 101241, Lagos, Nigeria",0818 178 1875,,3.8,True,https://www.google.com/maps/place/?q=place_id:ChIJkyy1nbqOOxARfWCj9VNlL6Q,Surulere
Old English Superstores & Bakery,"68 Ogunlana Dr, Surulere, Lagos 101241, Lagos, Nigeria",0807 688 5752,http://www.oldenglishsuperstores.com/,4.2,True,https://www.google.com/maps/place/?q=place_id:ChIJewL5PVGNOxARY8CX1mGH77c,Surulere
Super Saver Supermarket,"8 Asa-Afariogun St, Ajao Estate, Lagos 102214, Lagos, Nigeria",0906 469 7631,http://www.supersaver.com.ng/,4.2,True,https://www.google.com/maps/place/?q=place_id:ChIJ-f1jiKWPOxARAUqIn9EDfv4,Surulere
DMart Supermarket,"25 Agbonyin Ave, Animashaun, Lagos 101241, Lagos, Nigeria",0802 501 1005,,3.0,,https://www.google.com/maps/place/?q=place_id:ChIJTyc0nHiNOxARsL_QXPgeoew,Surulere
Globus Supermarket,"G945+P9J, Abina St, Surulere, Lagos 101241, Lagos, Nigeria",0902 468 2862,,4.0,True,https://www.google.com/maps/place/?q=place_id:ChIJlQVEbz-MOxARPdnDrgdQHy4,Surulere
Two Four Supermarket,"24 Eloseh Street, Off Ikenne St, Surulere, Lagos 101241, Lagos, Nigeria",0810 507 8583,,5.0,True,https://www.google.com/maps/place/?q=place_id:ChIJ8WXX1ByNOxAR4G5_zuC9jY8,Surulere
immaculate supermarket,"It in on a Junction, 127 Lawanson Rd, Ikate, Lagos 100254, Lagos, Nigeria",0701 116 3138,,4.0,True,https://www.google.com/maps/place/?q=place_id:ChIJGwtJm52OOxARnhS9V2lF4uE,Surulere
High Hills Supermarket,"29 Adetola street Aguda Surulere Coker, Surulere, Lagos 100218, Lagos, Nigeria",0708 433 7051,,3.5,True,https://www.google.com/maps/place/?q=place_id:ChIJE4n7BgmPOxARXuPoqcaCxqs,Surulere
Shop Direct,"113 Tafawa Balewa Cres, Surulere, Lagos 101241, Lagos, Nigeria",0813 820 5040,,3.9,True,https://www.google.com/maps/place/?q=place_id:ChIJv2NiZBOMOxAR2kEt2jD8qbs,Surulere
Magic Mum Supermarket,"Surulere 38 Folawiyo Bankole Street Masha-Kilo, Ikate, Lagos 101241, Lagos, Nigeria",,,5.0,True,https://www.google.com/maps/place/?q=place_id:ChIJrZ8f2JaNOxARiS8bQhVYatA,Surulere
Zinaco supermarket,"41 Olufemi Rd, Surulere, Lagos 101241, Lagos, Nigeria",0706 097 4859,,5.0,True,https://www.google.com/maps/place/?q=place_id:ChIJkTfO0TyMOxARaT2k1tIeHJY,Surulere
D ROCK Supermarket,"Obokun Ave, Surulere, Lagos 101241, Lagos, Nigeria",0802 634 9686,,5.0,True,https://www.google.com/maps/place/?q=place_id:ChIJfabKhT6MOxARvugtNikbSPY,Surulere
Bibbymart-Aguda,"136 Adetola St, Ijesha Tedo, Lagos 101241, Lagos, Nigeria",0909 584 1428,,4.2,True,https://www.google.com/maps/place/?q=place_id:ChIJ078ipCmPOxARpuTuj4diq2Q,Surulere
Goodluck Supermarket,"12 Rosamond St, Surulere, Lagos 101241, Lagos, Nigeria",0813 153 8599,,5.0,True,https://www.google.com/maps/place/?q=place_id:ChIJGe1IKk-MOxARxKeXTBdT5HE,Surulere
Bobak Supermarket,"Off Jubril Martains, 30 Olufemi Rd, Lawanson, Lagos 101241, Lagos, Nigeria",0703 293 3652,,3.3,True,https://www.google.com/maps/place/?q=place_id:ChIJQZbU2jyMOxARq5Xdn4Eiml0,Surulere
RNice N Lovely,"122 Ogunlana Dr, Ikate, Lagos 100234, Lagos, Nigeria",0803 550 1861,,4.3,True,https://www.google.com/maps/place/?q=place_id:ChIJN62iWxyNOxARb3A4a-VoQSA,Surulere
Helen Key Supermarket,"8 Lawanson Rd, Jubril Martins St, Surulere, Lagos 101241, Lagos, Nigeria",0804 115 2688,,5.0,True,https://www.google.com/maps/place/?q=place_id:ChIJx5vHLSWMOxARx4t5Ciga_tk,Surulere
Drug Mart Pharmacy & Supermarket,"9 Ayinde Giwa, off Ogunlana Dr, Surulere, Lagos 101241, Lagos, Nigeria",0814 194 6444,,4.5,True,https://www.google.com/maps/place/?q=place_id:ChIJqVrcKBaMOxARfH8GZ7TKobM,Surulere
Bokku! Mart Adeniran Ogunsanya,"41 Adeniran Ogunsanya St, Surulere, Lagos 101241, Lagos, Nigeria",,,4.0,True,https://www.google.com/maps/place/?q=place_id:ChIJgwbedACNOxARG6GnScFFDd0,Surulere
Addide Store,"74 Adetola St, Surulere, Lagos 101241, Lagos, Nigeria",0701 467 0103,,3.9,,https://www.google.com/maps/place/?q=place_id:ChIJBZ-4UaiOOxARo6owsMBnOJ8,Surulere
K and P Mart,"21 Kusimo St, Surulere, Lagos 101241, Lagos, Nigeria",0702 535 1705,,4.2,True,https://www.google.com/maps/place/?q=place_id:ChIJW4RcmbKNOxARQDEFidcUtRM,Surulere
Dattose Supermarket,"14 Adeniran Ogunsanya St, Surulere, Lagos 101241, Lagos, Nigeria",,,3.5,True,https://www.google.com/maps/place/?q=place_id:ChIJK7ZgoRSMOxARmkZfyhjpBeM,Surulere
Nazareth Supermarket,"Surulere, Lagos 101241, Lagos, Nigeria",,,,True,https://www.google.com/maps/place/?q=place_id:ChIJAQAAAByMOxAR0igXeLkgSTc,Surulere
Super Saver Supermarket,"8 Ajiboye St, Ketu, Lagos 105102, Lagos, Nigeria",0803 503 6082,https://supersaver.com.ng/,4.0,True,https://www.google.com/maps/place/?q=place_id:ChIJMdxscZOSOxARCOCGnZsz0_A,Surulere
Buy More supermarket Ha!,"Nnobi St, Ikate, Lagos 101241, Lagos, Nigeria",,,4.1,True,https://www.google.com/maps/place/?q=place_id:ChIJ604I49mNOxARWyYmgMm9I5E,Surulere
Adeyeye Supermarket,"21 Oshodi Rd, Mafoluku Oshodi, Lagos 102214, Lagos, Nigeria",0803 575 7436,,4.3,,https://www.google.com/maps/place/?q=place_id:ChIJv1bYo_6NOxARO09KPFECSfk,Surulere
Healthrite Pharmacy & Supermart,"72 Akerele Street Surulere, Lagos surulere akerele, Surulere, Lagos 101241, Lagos, Nigeria",0916 867 5007,,3.9,True,https://www.google.com/maps/place/?q=place_id:ChIJT6LlyxSMOxAR1qjCedrO3Pg,Surulere
Bokku! Mart Lawanson,"115 Ebun St, Lawanson, Lagos 101241, Lagos, Nigeria",0814 356 9114,,4.2,True,https://www.google.com/maps/place/?q=place_id:ChIJBwLGD4SNOxARxumQLytXd7Q,Surulere
Sambest Supermarket,"Ijesha, 35 Omolola St, Surulere, Lagos 102215, Lagos, Nigeria",0803 331 4655,,5.0,True,https://www.google.com/maps/place/?q=place_id:ChIJzW5g3ryOOxARXILAVF3xX_E,Surulere
Bokku! Mart Randle,"69 Randle Ave, Surulere, Lagos 101241, Lagos, Nigeria",0817 657 5738,,4.0,True,https://www.google.com/maps/place/?q=place_id:ChIJ3SwXUgCNOxAREUdQl1uhuC0,Surulere
Adeniran ogunsanya Shopping Mall,"Adeniran Ogunsanya Shopping Mall, Adeniran Ogunsanya St, Surulere, Lagos 000234, Lagos, Nigeria",0813 660 4288,,4.1,True,https://www.google.com/maps/place/?q=place_id:ChIJ_ey_MJKNOxAR5beRrPg3osw,Surulere
Bokku! Mart 233 Ijesha,"233 Ijesha Rd, Surulere, Lagos 101241, Lagos, Nigeria",,,4.2,True,https://www.google.com/maps/place/?q=place_id:ChIJx848ogCPOxARSV0v_7w8uj0,Surulere
Tropical Supermarket,"G86X+MGP, Jubril Martins St, Ikate, Lagos 101241, Lagos, Nigeria",0806 069 7050,,3.0,True,https://www.google.com/maps/place/?q=place_id:ChIJ4yXxLCWMOxAROsU3J6GfnnI,Surulere
234 Stores Surulere,"20 Cole St., Surulere, Lagos 101241, Lagos, Nigeria",0705 379 2733,,5.0,True,https://www.google.com/maps/place/?q=place_id:ChIJ2Rqr8naNOxAR1f8hWkFN264,Surulere
Addide Ijesha,"282 Ijesha Rd, Lawanson, Lagos 100231, Lagos, Nigeria",,http://www.addide.com/,3.7,True,https://www.google.com/maps/place/?q=place_id:ChIJz_BscheMOxARiBViM7fiCwI,Surulere
"Bokku! Mart Ojuelegba rd, surulere","129 Ojuelegba Rd, Surulere, Lagos 101241, Lagos, Nigeria",0816 046 5659,https://www.bokku.com/,2.4,True,https://www.google.com/maps/place/?q=place_id:ChIJ1RdI0qWNOxARMdY-mtF4PYY,Surulere
Chi-Tina Supermarket,"14 Remilekun St, Surulere, Lagos 101241, Lagos, Nigeria",0803 844 8040,http://www.chitinasupermarket.com/,4.2,False,https://www.google.com/maps/place/?q=place_id:ChIJwaTuwraNOxARUISwIeVAOgM,Surulere
Chibon SUPERMARKET,"8 Benson St, Ajegunle, Lagos 101241, Lagos, Nigeria",0811 300 9277,,4.0,True,https://www.google.com/maps/place/?q=place_id:ChIJSYjbyb-NOxARF9HvxvSF1Uc,Surulere
Tuns supermarket,"1 Fashoro St, Idi Oro, Lagos 101241, Lagos, Nigeria",0706 616 0821,,3.3,True,https://www.google.com/maps/place/?q=place_id:ChIJ8Wh6iLaNOxARlNCLNApdwoY,Surulere
"Super Saver Supermarket 66 Ikosi Road, Ikosi-Ketu Lagos","Ikosi, 66 Ikosi Road, Ketu, Lagos 105102, Lagos, Nigeria",0906 282 9299,http://www.supersaver.com.ng/,4.1,True,https://www.google.com/maps/place/?q=place_id:ChIJS-jEOviSOxARd0GvegYesYE,Surulere
Goldchase supermarket,"1Chief Natufe Street, Surulere, Lagos 101241, Lagos, Nigeria",0809 729 6268,,3.8,True,https://www.google.com/maps/place/?q=place_id:ChIJE_CglTuNOxARy-4HM98Ds8Y,Surulere
Tony Vegas Supermarket,"12 Adetola St, Surulere, Lagos 101241, Lagos, Nigeria",0806 225 8993,,5.0,,https://www.google.com/maps/place/?q=place_id:ChIJp3H2Rz2NOxARlEqGJGDfA7g,Surulere
Downtown Supermarket,"40 Ijesha Rd, Itire, Lagos 102215, Lagos, Nigeria",,,4.5,,https://www.google.com/maps/place/?q=place_id:ChIJSezeKZyOOxARyDo8XV41B7Q,Surulere
"Bokku! Mart Akpoguma Street, Surulere","kilo bus stop, 4 Akpoguma St, Surulere, 101241, Lagos, Nigeria",,https://www.bokku.com/,,True,https://www.google.com/maps/place/?q=place_id:ChIJrQFNMgCNOxARYpQwQEXNjJA,Surulere
Ego Supermarket,"15 Yesufu Sanusi St, Surulere, Lagos 101241, Lagos, Nigeria",0803 306 2249,,4.5,False,https://www.google.com/maps/place/?q=place_id:ChIJkaRhKROMOxARLh3e3WHZ4Ao,Surulere
