Name,Address,Phone,Website,Rating,Open_Now,Maps_URL,Location
Emperor Superstores,"61 Igbeyinadun St, Oshodi-Isolo, Lagos 100271, Lagos, Nigeria",0815 465 6132,,4.5,True,https://www.google.com/maps/place/?q=place_id:ChIJJYNEesmNOxARBxK0GMR0fKM,yaba
Temple Hill Supermarket Discounts Centre,"F78G+G58, 71 Rd, Festac Town, Lagos 102102, Lagos, Nigeria",0802 314 5175,,4.1,True,https://www.google.com/maps/place/?q=place_id:ChIJsby1pb6IOxARx-ruNIVHxiI,yaba
Citydia Supermarket,"G98J+QQ4, Yaba, Lagos 100010, Lagos, Nigeria",,,5.0,,https://www.google.com/maps/place/?q=place_id:ChIJST0CA_mMOxAR4HGoZvRJcw4,yaba
Hubmart,"268 Herbert Macaulay Wy, Yaba, Lagos 100001, Lagos, Nigeria",,,3.3,True,https://www.google.com/maps/place/?q=place_id:ChIJV9FMzOeNOxARjcNYXnLK4pM,yaba
Biobaku Mini Supermarket,"G97P+WR4, Yaba, Oworonshoki 101245, Lagos, Nigeria",,,3.6,True,https://www.google.com/maps/place/?q=place_id:ChIJt9AAjPqMOxARBGASc0ByILk,yaba
Super Saver Supermarket,"8 Ajiboye St, Ketu, Lagos 105102, Lagos, Nigeria",0803 503 6082,https://supersaver.com.ng/,4.0,True,https://www.google.com/maps/place/?q=place_id:ChIJMdxscZOSOxARCOCGnZsz0_A,yaba
Tejuosho Market Yaba Lagos,"Tejuoso Complex, Murtala Muhammed Way, Yaba, Lagos 101241, Lagos, Nigeria",0802 629 5979,,4.1,False,https://www.google.com/maps/place/?q=place_id:ChIJLaLv0WONOxARJhCw_M5MalU,yaba
Eazistock Groceries,"29 Abayomi St, Yaba, Lagos 102216, Lagos, Nigeria",,,3.5,True,https://www.google.com/maps/place/?q=place_id:ChIJP69k0gSNOxARae5Ywit3cY4,yaba
Chioma Supermarket,"17 Church St, Ajao Estate, Lagos 102214, Lagos, Nigeria",0816 022 1410,,5.0,True,https://www.google.com/maps/place/?q=place_id:ChIJVfLU9A2OOxARrYWSSXhijA4,yaba
Jendol Superstores Egbeda,"Ademola Adefuye St, Idimu, Lagos 102213, Lagos, Nigeria",0906 287 3274,http://www.jendolstores.com/,4.3,True,https://www.google.com/maps/place/?q=place_id:ChIJx4HNb0aQOxARZAK48jIUqlI,yaba
Happy World Store,"Oshodi, H84X+4PV, Suwebatu Ajala St, Orile Oshodi, Lagos 102214, Lagos, Nigeria",,,5.0,True,https://www.google.com/maps/place/?q=place_id:ChIJWywn9--NOxARzWYEbKuE528,yaba
"Super Saver Supermarket 66 Ikosi Road, Ikosi-Ketu Lagos","Ikosi, 66 Ikosi Road, Ketu, Lagos 105102, Lagos, Nigeria",0906 282 9299,http://www.supersaver.com.ng/,4.1,True,https://www.google.com/maps/place/?q=place_id:ChIJS-jEOviSOxARd0GvegYesYE,yaba
Globus Supermarket,"69 Ago Palace Way, Oshodi-Isolo, Lagos 102214, Lagos, Nigeria",0809 881 8411,,4.0,True,https://www.google.com/maps/place/?q=place_id:ChIJo5yV7-iOOxARJxo0nAZhnpE,yaba
Home affairs supermarket Ogudu,"135 Ogudu Rd, Ogudu, Lagos 105102, Lagos, Nigeria",0903 123 4188,,4.2,True,https://www.google.com/maps/place/?q=place_id:ChIJE0Tza0ODOxARO4K3xRi4kjw,yaba
Grace Flow 2 Supermarket,"15 Olonode St, Alagomeji-Yaba, Lagos 101245, Lagos, Nigeria",0907 311 1110,,,True,https://www.google.com/maps/place/?q=place_id:ChIJc5f3zHGNOxARIFZNK3TfGTM,yaba
Chuqmanda Pharmacy & Supermarket,"10 Brown St, Mushin, Lagos 102214, Lagos, Nigeria",0803 695 8029,,4.3,True,https://www.google.com/maps/place/?q=place_id:ChIJuegjuPuNOxAR0dxm6LCJNzE,yaba
Mattoris supermarket,"4a Adekunle Lawal Rd, Ikoyi, Lagos 106104, Lagos, Nigeria",0816 564 1083,,4.1,True,https://www.google.com/maps/place/?q=place_id:ChIJU9jeVxT1OxARzjKnhbCO3Pc,yaba
A - Z Supermarket,"Oshodi, 3 Inasa St, Mushin, Lagos 102214, Lagos, Nigeria",0808 125 5423,,,True,https://www.google.com/maps/place/?q=place_id:ChIJV9NqBvuNOxAR5xmf2iwj39Q,yaba
Romero Superstore,"1 Ijaola St, Onigbongbo, Ikeja 101233, Lagos, Nigeria",0706 901 5700,,,True,https://www.google.com/maps/place/?q=place_id:ChIJ0Vvkd3SSOxARDlaLfjYRoPI,yaba
Chidi Venture,"Sabo Market, By Post Office, Sabo Yaba, 5 Commercial Ave, Sabo yaba, Lagos 101245, Lagos, Nigeria",0706 585 2342,,,True,https://www.google.com/maps/place/?q=place_id:ChIJ4_DIcF-MOxARXuhjjdcD8rM,yaba
The Palmas Place,"13 Boladale St, Oshodi, Orile Oshodi, Lagos 100001, Lagos, Nigeria",0803 321 2889,,5.0,True,https://www.google.com/maps/place/?q=place_id:ChIJiSkNV8mNOxARPInSLBb4Jcw,yaba
N-great Glory Supermarket,"88 Oshodi Rd, Orile Oshodi, Lagos 102214, Lagos, Nigeria",0703 225 8361,,4.0,True,https://www.google.com/maps/place/?q=place_id:ChIJrQF4X66NOxAR_3J-gGYMcZw,yaba
Supersaver Supermarket,"65 Ogudu Rd, Kosofe, Lagos 100001, Lagos, Nigeria",0906 289 7509,,,True,https://www.google.com/maps/place/?q=place_id:ChIJUSAPZ-aTOxARp9N3q7nPn30,yaba
Obi Foundation Supermarket,"No 81 Tejuosho Rd, Surulere, Lagos 300001, Lagos, Nigeria",0909 424 4792,,3.8,True,https://www.google.com/maps/place/?q=place_id:ChIJoS_rNUKMOxARVXLYr3FZyzY,yaba
Yaba market,"G95C+RC8, Yaba, Lagos 101245, Lagos, Nigeria",0802 671 5301,,4.1,False,https://www.google.com/maps/place/?q=place_id:ChIJ4aTTj8eNOxARo3uAcATmHLA,yaba
Fuznaq Store,"Mile 12, 8 Ibikunle St, Yaba, Lagos 101245, Lagos, Nigeria",0815 711 2812,,,True,https://www.google.com/maps/place/?q=place_id:ChIJ0e2Q39-SOxAR4DJW2ktKGZg,yaba
THE MART,"12B Odusami Street Lagos, off Wemco Road, behind Excellence Hotel, Ogba, Ikeja 101233, Lagos, Nigeria",0708 676 7614,,4.3,True,https://www.google.com/maps/place/?q=place_id:ChIJuexDdsyTOxARWLLvE7iXJzE,yaba
Lyquids,"1 Mosuro St, Yaba, Lagos 101245, Lagos, Nigeria",0703 127 4575,,5.0,True,https://www.google.com/maps/place/?q=place_id:ChIJOTDfkiSNOxARncWbBBWP2C4,yaba
Prince Ebeano Supermarket,"Prince ebeano supermarket, 10 Chevron Dr, Lekki Penninsula II, Lagos 101222, Lagos, Nigeria",0808 406 5686,http://www.princeebeano.com/,4.2,True,https://www.google.com/maps/place/?q=place_id:ChIJ8fna9-_2OxARBEq1c3D8m84,yaba
Supersaver Supermarket,"Hon. Yaya Dosunmu Wy, Lekki Penninsula II, Lagos 106104, Lagos, Nigeria",0903 775 4591,https://www.supersaver.com.ng/,4.4,True,https://www.google.com/maps/place/?q=place_id:ChIJp9xmFgr3OxAROwodyT1lEHE,yaba
Mrs Temitayo Store,"Shop No. 2 Block B, Sabo Market, Commercial Ave, Sabo yaba, Lagos 101245, Lagos, Nigeria",0805 486 8337,,,True,https://www.google.com/maps/place/?q=place_id:ChIJW0c_d1-MOxAR7vbIBnrMkmw,yaba
IG Supermarket,"No shop 2 saint finbarrs road akoka, unilag side yaba, Yaba, Lagos 102216, Lagos, Nigeria",0809 431 0663,,5.0,,https://www.google.com/maps/place/?q=place_id:ChIJMfZsi_2MOxARBRHudCKdz1M,yaba
